List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Fiction,2020-09-06,1ST CASE,James Patterson and Chris Tebbetts,4,12,"Little, Brown",0316418188,9780316418188,"After getting kicked out of M.I.T., Angela Hoot interns with the F.B.I. and tracks the murderous siblings known as the Poet and the Engineer."
Combined Print and E-Book Fiction,2020-09-06,THE GUARDIANS,John Grisham,26,13,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-09-06,THE SILENT PATIENT,Alex Michaelides,36,14,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-09-06,NEAR DARK,Brad Thor,5,15,Emily Bestler/Atria,1982104066,9781982104061,"The 19th book in the Scot Harvath series. With a bounty on his head, Harvath makes an alliance with a Norwegian intelligence operative."
Combined Print and E-Book Fiction,2020-09-13,THICK AS THIEVES,Sandra Brown,1,1,Grand Central,1538751917,9781538751916,Arden Maxwell returns home to uncover the truth about her father’s involvement in a heist that went wrong 20 years ago.
Combined Print and E-Book Fiction,2020-09-13,SQUEEZE ME,Carl Hiaasen,1,2,Knopf,1524733466,9781524733469,"A dead dowager, hungry pythons and occupants of the winter White House shake up the Palm Beach charity ball season."
Combined Print and E-Book Fiction,2020-09-13,THE VANISHING HALF,Brit Bennett,13,3,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-09-13,WHERE THE CRAWDADS SING,Delia Owens,103,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-09-13,EMERALD BLAZE,Ilona Andrews,1,5,Avon,0062878379,9780062878373,The latest installment in the Hidden Legacy series. Catalina Baylor overcomes heartbreak to team up with Alessandro Sagredo.
Combined Print and E-Book Fiction,2020-09-13,THE GUEST LIST,Lucy Foley,13,6,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-09-13,SOMEONE TO ROMANCE,Mary Balogh,1,7,Berkley,1984802402,9781984802408,The seventh book in the Westcott series. Gabriel Thorne’s intention to wed Lady Jessica Archer misses its mark at first.
Combined Print and E-Book Fiction,2020-09-13,ROYAL,Danielle Steel,2,8,Delacorte,0399179658,9780399179655,"In 1943, the 17-year-old Princess Charlotte assumes a new identity in the country and falls in love."
Combined Print and E-Book Fiction,2020-09-13,AMERICAN DIRT,Jeanine Cummins,32,9,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-09-13,THEN SHE WAS GONE,Lisa Jewell,9,10,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-09-13,TRUTH AND JUSTICE,Fern Michaels,1,11,Zebra,1420146068,9781420146066,The 31st book in the Sisterhood series. A con artist is behind a scheme involving fertility clinics.
Combined Print and E-Book Fiction,2020-09-13,28 SUMMERS,Elin Hilderbrand,11,12,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-09-13,THE EXILES,Christina Baker Kline,1,13,Custom House,0062356348,9780062356345,Three young women are sent to the fledgling British penal colony of Australia in the 1840s.
Combined Print and E-Book Fiction,2020-09-13,THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,3,14,Grand Central,1538718871,9781538718872,A single mom teams up with an N.Y.P.D. detective to solve a case involving misdeeds at a university hospital.
Combined Print and E-Book Fiction,2020-09-13,LITTLE FIRES EVERYWHERE,Celeste Ng,81,15,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-09-20,ALL THE DEVILS ARE HERE,Louise Penny,1,1,Minotaur,1250145252,9781250145253,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris."
Combined Print and E-Book Fiction,2020-09-20,THE LYING LIFE OF ADULTS,Elena Ferrante,1,2,Europa Editions,1609455916,9781609455910,"In this coming-of-age story, Giovanna seeks her true reflection in two kindred cities."
Combined Print and E-Book Fiction,2020-09-20,DARK SONG,Christine Feehan,1,3,Berkley,0593099826,9780593099827,The 34th book in the Carpathian series. Will the vampire who held Elisabeta captive get in the way of her bond with Ferro?
Combined Print and E-Book Fiction,2020-09-20,THE HARBINGER II,Jonathan Cahn,1,4,FrontLine,1629998915,9781629998916,"Nouriel, Ana Goren and a figure known as ""the prophet"" return as revelations are unlocked."
Combined Print and E-Book Fiction,2020-09-20,THE VANISHING HALF,Brit Bennett,14,5,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-09-20,TRANSCENDENT KINGDOM,Yaa Gyasi,1,6,Knopf,0525658181,9780525658184,A Ph.D. candidate in neuroscience looks to the hard sciences and her childhood faith to potentially help her grieving Ghanaian immigrant family.
Combined Print and E-Book Fiction,2020-09-20,WHERE THE CRAWDADS SING,Delia Owens,104,7,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-09-20,SQUEEZE ME,Carl Hiaasen,2,8,Knopf,1524733466,9781524733469,"A dead dowager, hungry pythons and occupants of the winter White House shake up the Palm Beach charity ball season."
Combined Print and E-Book Fiction,2020-09-20,THE GUEST LIST,Lucy Foley,14,9,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-09-20,THICK AS THIEVES,Sandra Brown,2,10,Grand Central,1538751941,9781538751947,Arden Maxwell returns home to uncover the truth about her father’s involvement in a heist that went wrong 20 years ago.
Combined Print and E-Book Fiction,2020-09-20,THRAWN ASCENDANCY: CHAOS RISING,Timothy Zahn,1,11,Del Rey,0593157680,9780593157688,"In this Star Wars saga, a young military officer is sent to find the unseen enemies who attacked the Chiss capital."
Combined Print and E-Book Fiction,2020-09-20,ROYAL,Danielle Steel,3,12,Delacorte,0399179658,9780399179655,"In 1943, the 17-year-old Princess Charlotte assumes a new identity in the country and falls in love."
Combined Print and E-Book Fiction,2020-09-20,AMERICAN DIRT,Jeanine Cummins,33,13,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-09-20,THEN SHE WAS GONE,Lisa Jewell,10,14,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-09-20,28 SUMMERS,Elin Hilderbrand,12,15,"Little, Brown",None,9780316420051,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-09-27,SHADOWS IN DEATH,JD Robb,1,1,St. Martin's,125020724X,9781250207241,The 51st book of the In Death series. A hitman with possible connections to Eve Dallas’s husband is seen near the scene of a crime.
Combined Print and E-Book Fiction,2020-09-27,ANXIOUS PEOPLE,Fredrik Backman,1,2,Atria,1501160834,9781501160837,A failed bank robber holds a group of strangers hostage at an apartment open house.
Combined Print and E-Book Fiction,2020-09-27,ONE BY ONE,Ruth Ware,1,3,Gallery/Scout,150118881X,9781501188817,An avalanche tests the bonds of coworkers from a London-based tech startup on a corporate retreat in the French Alps.
Combined Print and E-Book Fiction,2020-09-27,ALL THE DEVILS ARE HERE,Louise Penny,2,4,Minotaur,1250145252,9781250145253,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris."
Combined Print and E-Book Fiction,2020-09-27,THE VANISHING HALF,Brit Bennett,15,5,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-09-27,WHERE THE CRAWDADS SING,Delia Owens,105,6,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-09-27,THE DARKEST EVENING,Ann Cleeves,1,7,Minotaur,1250204526,9781250204523,"The ninth book in the Vera Stanhope series. An abandoned toddler, a dead woman and a blizzard complicate the holidays in the Northumberland countryside."
Combined Print and E-Book Fiction,2020-09-27,THE HARBINGER II,Jonathan Cahn,2,8,FrontLine,1629998915,9781629998916,"Nouriel, Ana Goren and a figure known as ""the prophet"" return as revelations are unlocked."
Combined Print and E-Book Fiction,2020-09-27,THE GUEST LIST,Lucy Foley,15,9,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-09-27,SQUEEZE ME,Carl Hiaasen,3,10,Knopf,1524733458,9781524733452,"A dead dowager, hungry pythons and occupants of the winter White House shake up the Palm Beach charity ball season."
Combined Print and E-Book Fiction,2020-09-27,THE LYING LIFE OF ADULTS,Elena Ferrante,2,11,Europa Editions,1609455916,9781609455910,"In this coming-of-age story, Giovanna seeks her true reflection in two kindred cities."
Combined Print and E-Book Fiction,2020-09-27,THICK AS THIEVES,Sandra Brown,3,12,Grand Central,1538751941,9781538751947,Arden Maxwell returns home to uncover the truth about her father’s involvement in a heist that went wrong 20 years ago.
Combined Print and E-Book Fiction,2020-09-27,TRANSCENDENT KINGDOM,Yaa Gyasi,2,13,Knopf,0525658181,9780525658184,A Ph.D. candidate in neuroscience looks to the hard sciences and her childhood faith to potentially help her grieving Ghanaian immigrant family.
Combined Print and E-Book Fiction,2020-09-27,SUCH A FUN AGE,Kiley Reid,10,14,Putnam,0525541926,9780525541929,Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.
Combined Print and E-Book Fiction,2020-09-27,AMERICAN DIRT,Jeanine Cummins,34,15,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
